Pesan,Kategori
"Cuaca di Cali bagus sekali. Namun kompleksitasnya sangat besar. Anda membutuhkan mobil untuk bergerak bebas, pajaknya sangat mahal. Tapi secara keseluruhan ini adalah tempat yang bagus. Bagian yang menyedihkan adalah aku rindu rumah.",ham
Sekarang hanya aku yang sampai di rumah. . . Saya sangat lelah sekarang. . Saya akan datang besok,ham
Ryder tidak terjual. Sekarang gibbs.,ham
"Pelanggan yang terhormat, undian Anda 4 å£100 voucher hadiah akan dimasukkan setelah menerima jawaban yang benar. Kapan Ulang Tahun Elvis Presley? Jawaban TXT ke 80062",spam
Jangan khawatir. Saya akan membeli strip tes ovulasi dan mengirimkannya kepada Anda. Anda tidak akan mendapatkannya sampai bulan Maret. Bisakah Anda mengirimkan saya alamat pos Anda. Anda akan baik-baik saja. Oke.,ham
TIDAK ADA HADIAH!! Anda mencoba membuat saya melemparkan diri saya dari tebing atau semacamnya?,ham
Telah merencanakan sesuatu yang menarik. Apakah ulang tahunmu menyenangkan? Kapan kamu bekerja selanjutnya? Saya mulai kuliah hari ini.,ham
Anda sibuk atau bisakah saya mampir suatu saat dan mencari tahu apa yang akan kita lakukan besok,ham
"Ya teruskan saja, bosan dan depresi, duduk menunggu telepon berdering... Semoga anginnya reda, menakutkan",ham
Baju hitam n celana jeans biru... Aku rasa aku c Ì_...,ham
Aiyah maaf ya... Aku nonton tv sampai lupa 2 cek hp.,ham
Pesan Informasi penting untuk pengguna O2. Hari ini adalah hari keberuntunganmu! 2 cari tahu mengapa masuk ke http://www.urawinner.com ada kejutan luar biasa yang menanti Anda,spam
pada malam lajang. Pergi dengan ayunan,ham
"Selamat siang cintaku. Bagaimana harimu ? Lagi sibuk apa ? Aku bangun pagi-pagi dan sedang online menunggumu... Hmmm... Bocah Italia sedang online, begitu. *menyeringai*",ham
Dari seseorang yang tidak merokok padahal setiap saya merokok dalam dua minggu terakhir adalah karena Anda menelepon atau mengirim SMS kepada saya bahwa Anda ingin merokok,ham
"Tidak, Anda hanya akan pusing jika mencoba mencari tahu. Anda dapat mempercayai saya untuk menghitungnya. Saya janji. O:-)",ham
S s..pertama kali..dhoni batu...,ham
"Oke, saya akan memberi tahu perusahaan",ham
"Keren, menurutku kita bisa mendapatkan yang ke-8 di usf malam ini?",ham
Jadi itu berarti kamu masih memikirkan teju,ham
"Tidak, aku cocok untuk menonton filmnya, bolehkah aku berangkat dalam waktu sejam?",ham
"Tidak, tidak :) ini adalah kampung halaman Kallis. Kota asal Amla adalah Durban :)",ham
Jadi mari kita jadikan hari Sabtu atau Senin sesuai kenyamanan.,ham
Hei... Jam berapa kamu mengemudi pada hari Jumat? Kami pergi untuk evaluasi pada hari Jumat?,ham
"449050000301 Anda telah memenangkan harga å£2,000! Untuk klaim, hubungi 09050000301.",spam
Aku akan makan siang bersama keluargaku sekarang dan kemudian aku pergi ke kebun ke-2 untuk pergi.,ham
"Bosan dengan kencan kilat? Coba SPEEDCHAT, txt SPEEDCHAT ke 80155, jika Anda tidak suka em txt SWAP dan dapatkan obrolan baru! Chat80155 POBox36504W45WQ 150p/pesan rcd 16",spam
Batalkan cheyyamo?dan dapatkan uang kembali?,ham
"Apakah Anda ingin 750 kapan saja, jaringan apa pun, menit 150 SMS dan telepon video BARU hanya dengan lima pound per minggu, hubungi 08000776320 sekarang atau balas untuk pengiriman Besok",spam
Ok.ok oke..lalu..apa rencanamu hari ini,ham
Selamat pagi putri! Apa kabarmu?,ham
Aiyar maaf karena lupa 2 beritahu kamu...,ham
"Untuk mengambil bagian dalam survei seluler kami kemarin! Anda sekarang dapat menggunakan 500 teks 2 sesuka Anda. 2 dapatkan txt, cukup kirim TXT ke 80160 S&K www.txt43.com 1.50p",spam
"Tidak malam ini kawan. Mengejar tidur. Ngomong-ngomong, ini nomor baruku.",ham
"Ketinggian \Oh sial....!!\"" situasi: Seorang pria melemparkan surat cinta pada seorang gadis tetapi jatuh di kepala saudara laki-lakinya yang seorang gay",ham
Saldo tunai Kuis HMV Anda saat ini å£500 - untuk memaksimalkan uang masuk Anda sekarang kirim HMV1 ke 86688 hanya 150p/msg,spam
"Jadi periksalah kesalahan Anda dan jika Anda mengalami kesulitan, lakukan koreksi.",ham
Bagaimana rasa sakitnya? kuharap kamu baik-baik saja..,ham
"Maaf, saya akan menelepon lagi nanti",ham
Selamat pagi putri! Apa kabarmu?,ham
"Saat saya memasuki kabin, PA saya berkata, ''Selamat Ulang Tahun Bos!!''. Saya merasa istimewa. Dia memintaku jam 4 siang. Setelah makan siang dia mengundang saya ke apartemennya. Kami pergi ke sana.",ham
"Kamu sudah bangun? Terima kasih sudah memberiku teh, ini sangat menyenangkan.",ham
K apakah saya memerlukan login atau apa pun,ham
"Jangan lupa Anda dapat mengajukan Permintaan GRATIS sebanyak yang Anda inginkan di 1stchoice.co.uk. Untuk informasi lebih lanjut, hubungi 08707808226.",spam
"LOL... Tidak, hanya sedang sibuk",ham
Apa yang kamu pakai?,ham
Pesan:beberapa teks hilang* Pengirim:Nama Hilang* *Nomor Hilang *Terkirim:Tanggal hilang *Banyak yang hilang itu y semuanya hilang dikirim melalui fullonsms.com,ham
Oh:)seperti biasa film vijay atau berbeda?,ham
Aku tidak mengenalmu dan kamu tidak mengenalku. Kirim CHAT ke 86688 sekarang dan mari bertemu! Hanya 150p/Pesan rcvd. HG/Suite342/2Tanah/Baris/W1J6HL LDN. 18 tahun atau lebih.,spam
"Apakah harimu menyenangkan? Punyaku sangat sibuk, apakah kamu punya banyak rencana besok malam?",ham
Dan adakah cara untuk mengirimkan barang-barang peneduh kepadanya. Dan dia juga luar biasa.,ham
Sungguh... Aku pikir makalahmu sudah lama habis... Tapi apa yang baru saja kamu salin bisa digunakan? Kamu senang sekali... Aku masih harus 2 belajar :-(,ham
"Terima kasih, pemenang diberitahukan melalui sms. Semoga beruntung! Tidak ada balasan pemasaran selanjutnya STOP ke 84122 layanan pelanggan 08450542832",spam
Sayang? aku kehilanganmu... :-(,ham
Oke... Bantu saya menanyakan apakah dia bekerja dan tidak?,ham
Saya tidak sedang mengemudi... Hujan! Lalu aku akan terjebak di stasiun MRT.,ham
Bukan setetes pun di dalam tangki,ham
(Bolehkah kamu mengirim pesan kepadanya sekali lagi?),ham
"Maaf, saya akan menelepon lagi nanti",ham
oke aku ganti baju juga...,ham
"1000-an gadis lokal yang masih perawan dan siap memenuhi semua kebutuhan seksual Anda. Bisakah Anda memenuhi kebutuhan mereka? Kirim SMS CUTE ke 69911 (å£1,50p. m)",spam
Apakah kamu menemukan pengasuh untuk Kaitlyn? Saya sakit dan tidur sepanjang hari kemarin.,ham
"Maaf kawan, secara tidak sengaja ponselku tertinggal dalam keadaan senyap tadi malam dan tidak memeriksanya sampai aku bangun",ham
Hei.. Sesuatu muncul menit terakhir.. Sepertinya aku akan mendaftar tmr.. Hee,ham
Dia sudah dewasa dan akan belajar dari pengalamannya. Tidak ada bahaya nyata. Saya hanya tidak suka orang-orang menggunakan obat-obatan yang tidak mereka perlukan. Tapi tidak ada komentar,ham
Hai! Ada pizza vegetarian... :/,ham
Yun membeli... Tapi sekolah mendapat tawaran 2000 plus saja...,ham
Anda yakin tetangga Anda tidak mengambilnya,ham
K. Saya akan mengirimkannya lagi,ham
Entri gratis dalam 2 minggu berturut-turut untuk memenangkan tkt final Piala FA 21 Mei 2005. Kirim SMS ke FA ke 87121 untuk menerima pertanyaan entri (tingkat txt std) S&K berlaku 08452810075over18,spam
"Teori Baru: Argumen menang d SITUASI, tapi ORANGnya kalah. Jadi jangan berdebat dengan temanmu saja.. . . . tendang mereka &amp; katakan, aku selalu benar.!",ham
Dengan baik. Saya tidak punya komputer. Saatnya membuat truffle oreo,ham
"Haha ya, aku melihatnya sekarang, sampailah di sana sebentar lagi",ham
"Saya tidak punya nomor teleponnya, Pak",ham
Loh sekarang aku mengincar balon udara itu!,ham
"Oke . . sekarang aku di dalam bus. . Jika saya segera datang, saya akan datang jika tidak besok",ham
Pesan tidak waktu berlalu. Mereka diam-diam mengatakan bahwa aku sedang memikirkanmu saat ini dan juga membuat kamu memikirkanku setidaknya 4 saat. Tuhan nt.swt drms @Shesil,ham
"Ya, kita mungkin bisa mampir setelah teman sekamarku selesai dengan gadisnya",ham
"Punya apa yang diperlukan untuk ikut serta dalam Reli WRC di Oz? Anda bisa dengan Lucozade Energy! Kirim SMS RALLY LE ke 61200 (25p), lihat paket atau lucozade.co.uk/wrc & bisa jadi Anda!",spam
Selamat tahun baru melodi!,ham
ÌÏ tidak perlu memilih pacarmu?,ham
Hore! Sebaiknya kamu juga tidak menceritakan hal itu kepada 5 gadis lain.,ham
"Mengerikan sekali kamu makan macs sampai lupa sama aku, betul... Kamu lama banget baru balas. Kupikir lebih banyak yang harus dimakan daripada sebelumnya, jadi harus siap-siap. Sekarang apa yang harus aku makan?",ham
"Apakah dia mengatakan betapa hebatnya aku secara kebetulan, atau ada sesuatu yang membutuhkan peningkatan hidup yang lebih besar seperti kehilangan keinginan untuk hidup, menurutmu apakah aku akan menjadi orang pertama yang mati karena N V Q?",ham
Baru saja aku datang ke rumahku..,ham
"Saya berada di luar pulau, menuju hard rock dan Anda akan bertemu dengan saya",ham
Kelas hari ini tidak ada kelas.,ham
Saya di chennai velachery:),ham
Kamu sudah membalikan omong kosongmu?,ham
"Beri aku waktu sebentar, hancurkan &lt;#&gt;  di cstore",ham
Apakah aku seburuk itu untuk menghindari hal seperti ini?,ham
"Yo, kamu ada di sekitar? Baru saja mendapatkan mobilku kembali",ham
Mengganggu bukan.,ham
"Selamat pagi, Hari ini saya terlambat untuk &lt;#&gt; menit.",ham
Tidak ada gunanya bertahan pada orang yang tidak benar jika dia tidak membuatmu bahagia,ham
Semua akan menjadi hidup. Lebih baik perbaiki sosok tampan apa pun di sana..,ham
"Kalau begitu, aku rasa aku akan menemuimu di penginapan kampus",ham
Dilakukan...,ham
Datanglah ke rumahku untuk terakhir kalinya. Aku tidak akan melakukan apa pun. Percayalah padaku.,ham
Saya terjaga sepanjang malam karena terlalu mengkhawatirkan aplikasi ini. Sayang sekali kami melewatkan malam perempuan dengan kuis popcorn dan kamu menata rambutku.,ham
Sempurnakan ponsel Anda dengan foto seksi Jordan GRATIS! Cukup SMS BABE ke 88600. Lalu setiap minggu dapatkan seleb seksi! PocketBabe.co.uk 4 foto lagi. 16 £3/minggu 087016248,spam
Oke...Iya...,ham
Anda memiliki 1 pesan suara baru. Silakan hubungi 08719181503,spam
Bukan itu yang dia katakan. Pikiranku mengatakan ada masalah lain di sana.,ham
Dia juga hanya tahu tentang menu makan siang da. . Aku tahu,ham
"Yang dia lakukan adalah mengerang padaku jika tidak ada yang salah, itu salahku&al de argumen r salahku&muak padanya sehingga kamu mengganggu? Selamat jalan, terima kasih.xx",ham
Transaksi NEFT dengan nomor referensi &lt;#&gt;  untuk Rs. &lt;DESIMAL&gt;  telah dikreditkan ke rekening penerima pada &lt;#&gt;  pada &lt;WAKTU&gt; : &lt;#&gt;,ham
"Kalau tidak, punya pekerjaan paruh waktu tanpa biaya kuliah..",ham
Aku tahu dia meneleponku,ham
"Aku juga da, aku merasa kemarin malam menunggu sampai jam 2 malam sayang.",ham
Terima kasih atas pengertian. Aku sudah mencoba mengatakan itu pada Sura.,ham
MENANGKAN persediaan CD setahun 4 toko pilihan Anda senilai å£500 & masukkan å£100 Pengundian mingguan txt MUSIK kami ke 87066 Syarat&K www.Ldew.com.subs16+1win150ppmx3,spam
Seluruh mobil menghargai dua yang terakhir! Ayah dan sedang membaca peta setengah berdebat tetapi selain itu semuanya berjalan baik-baik saja. P.,ham
"Sebagai pelanggan SIM, Anda terpilih untuk menerima Bonus! Dapatkan diantar ke rumah Anda, Txt kata OK ke No: 88600 untuk diklaim. 150p/pesan, EXP. 30 April",spam
Aku butuhmu untuk berada dalam pelukanku yang kuat...,ham
Juga maaaan apakah kamu ketinggalan,ham
Ulang tahunnya sebenarnya di bulan April.,ham
Sepertinya kamu tidak akan berada di sini sebelum jam 9?,ham
Oke kalau begitu aku akan datang ke rumahmu setelah setengah jam,ham
"Yo, permainannya hampir selesai? Ingin segera pergi ke Walmart",ham
"Ya, mungkin tapi tidak yakin. Ilol beritahu kamu, tapi secara pribadi saya tidak akan mengganggu, sekali lagi jika kamu pergi maka saya juga akan melakukannya !!",ham
Aku akan mengirim pesan sekarang! Semuanya menyeramkan agar dia tidak mengira kita lupa,ham
"Baiklah. Aku akan meneleponmu besok saat makan siang, ya, untuk mengatur sesuatu?",ham
Anda memiliki 1 pesan suara baru. Silakan hubungi 08719181513.,spam
"Sial, bisakah kamu datang malam ini atau kamu mau menunggu sampai besok saja",ham
K..k..aku juga baik-baik saja :) kapan kamu akan menyelesaikan kursusnya?,ham
"BENAR. Itu lumayan. Dan jika Anda mendapat nilai tinggi dan melamar PhD, Anda mendapat gaji 5 tahun. Jadi itu membuat hidup lebih mudah.",ham
No. 1 Nokia Tone 4 gerombolanmu setiap minggu! Cukup SMS NOK ke 87021. Nada Pertama GRATIS! jadi dapatkan txtin sekarang dan beri tahu temanmu. 150p/nada. 16 balasan HL 4info,spam
"Prakesh ada di sana, tahu.",ham
Ajari aku aplikasi da. Ketika kamu datang ke kampus.,ham
Rofl betta berinvestasi pada beberapa produk anti penuaan,ham
Anda adalah pemenang Anda telah dipilih secara khusus 2 menerima uang tunai å£1000 atau liburan 4* (penerbangan inc) berbicara dengan operator langsung 2 klaim 0871277810810,spam
"Pak, Anda akan menerima akunnya paling lambat 1 jam lagi. Maaf atas keterlambatannya.",ham
Balas dengan nama dan alamat Anda dan ANDA AKAN MENERIMA MELALUI POS akomodasi gratis selama seminggu di berbagai lokasi global www.phb1.com ph:08700435505150p,spam
Jadi Ì_ ​​akan mengirimkan ritual da proyek tmr?,ham
"Tiket masuk GRATIS ke acara mingguan kami senilai å£250, cukup kirimkan kata ENTER ke 84128 SEKARANG. 18 S&K www.textcomp.com layanan pelanggan 08712405020.",spam
"Tolong, jawab aku. Kamu akan berpura-pura.",ham
Saya ingin mengirimkan sesuatu yang bisa terjual dengan cepat.  &lt;#&gt; k bukanlah uang mudah.,ham
punya * beberapa hal yang harus dilakukan. mungkin di * pub nanti.,ham
"Aku sudah selesai rapat, hubungi aku.",ham
haha oke. Aku akan mengambil dompetnya juga.,ham
"\Halo-/@drivby-:0keluar dari edrunk maaf jika pini tidak menghasilkan senrd-dnot tidak bagaimana ^ menari 2 drum n basq!saya bersenang-senang 2nhite x ros xxxxxxx\""""",ham
Pendapatmu tentang aku? 1. Lebih 2. Jada 3. Kusruthi 4. Penyayang 5. Pendiam 6. Karakter spl 7. Tidak dewasa 8. Bergaya 9. Sederhana Tolong dibalas..,ham
Berapa banyak yang kita dapat?,ham
Apakah makalahmu pagi atau sore hari?,ham
"Yang terbebas dari westonzoyland, semua akan merencanakan tujuan ini juga!",ham
Semoga semester barumu menyenangkan. Doakan yang terbaik untukmu. Anda diciptakan untuk kehebatan.,ham
"Oh ya, saya bisa bicara lewat SMS ke kamu! Hmm. Apakah kamu menerima email?",ham
"Aku ingin menunjukkan kepadamu dunia, tuan putri :) bagaimana dengan Eropa?",ham
Tidak ada yang bisa memutuskan tempat makan dan ayah menginginkan makanan Cina,ham
Jangan tembak aku. Saya di ruang tunggu dokumen. :/,ham
Sekarang? Aku akan keluar makan malam jam 4 nanti..,ham
"Halo, situs mana untuk mengunduh lagu, ini mendesak",ham
"Aku tahu maksudmu, apakah raja tidak punya pujian! Aku pergi tidur sekarang. Malam malam manis! Hanya 1 tidur lagi!",ham
Gadis yang mengerikan. Aku di sekolah sedang mengerjakan beberapa hal. Kenapa kamu mendapat mc?,ham
"HAI SAYANG! AKU TIDAK DATANG 2 MALAM-KATAKAN SEMUANYA 1 AKU MAAF 4 SAYA, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,TAPI AKU JELASKAN SEMUANYA PADA MON.L8RS.x",ham
"Saya menelepon Anda nanti, tidak memiliki jaringan. Jika mendesak, sms saya.",ham
Ummmmmaah Banyak kebahagiaan kembali di hari H sayangku sayangku.. SELAMAT ULANG TAHUN sayang,ham
Silakan HUBUNGI 08712402779 segera karena ada pesan penting menunggu Anda,spam
"Ya, jika semuanya berjalan seperti yang terjadi pada teman-temanku, aku akan membalikkan keadaanku dalam waktu setengah jam",ham
"Ibu bilang kita ingin pergi, lalu pergi... Lalu dia bisa menghindari bian menonton pameran kaca...",ham
Apa rencanamu untuk pongal?,ham
Tunggu saja sampai akhir Maret ketika el nino datang. Oh.,ham
"Belum chikku.. mau ke kamar sekarang, aku di bus..",ham
Saya juga melakukannya di cbe saja. Tapi harus membayar.,ham
Sayang boo aku merindukanmu.,ham
"Kami telah mengirimkan JD untuk Layanan Pelanggan sekaligus Account Executive ke id email Anda, Untuk detailnya hubungi kami",ham
"Yo, aku sedang di rumah orang tuaku untuk mendapatkan uang tunai. Kabar baik: kami mengambil downstem",ham
"Terima kasih banyak. Saat kami skype dengan kz dan sura, kami tidak merasa senang ditemani Anda. Semoga kamu baik-baik saja. Kami sudah memberimu ultimatum oh! Kami menghitung mundur ke aburo. Menikmati!",ham
"Cowok gay yang lapar merasa lapar dan kenyang, sekarang. Hubungi 08718730555 cukup 10p/menit. Untuk berhenti SMS hubungi 08712460324 (10p/mnt)",spam
Oke. Tidak wahala. Ingatlah bahwa seorang teman membutuhkan...,ham
Saya akan melihatnya dalam setengah jam,ham
"Saya sedang mendengarkan musik awal2 lagu paling aneh yang pernah dibuat olehåÓleafcutter johnåÓ-terdengar seperti serangga sedang dianiaya&seseorang yang memasang pipa, di-remix oleh orang jahat dengan asam!",ham
"\Hei, maaf aku tidak memberimu hadiah sebelumnya, sayang.",ham
DENGAN SERIUS. KATAKAN DIA KATA-KATA YANG TEPAT SEKARANG.,ham
Bisakah kamu mendapatkan 2 telepon SEKARANG? Saya mau ngobrol 2 atur pertemuan Hubungi saya SEKARANG di 09096102316 Kamu bisa cum di sini 2moro Luv JANE xx Panggilanå£1/menitlebih banyakmobsEMSPOBox45PO139WA,spam
"Hai, pergi kuliah, selamat tinggal.",ham
"Maaf chikku, ponselku ada masalah, jadi aku tidak bisa membalas atau mengirim pesan padamu..",ham
"Jika Anda masih belum mengumpulkan adonan, tolong beri tahu saya agar saya dapat pergi ke tempat saya mengirimkannya untuk mendapatkan nomor kontrol",ham
Oke...,ham
operator jaringan. Layanan ini gratis. Untuk S&K kunjungi 80488.biz,spam
Beri tahu saya cara menghubungi Anda. Aku sudah menempatkanmu di sebuah ruangan. Biar kamu tahu kamu baik-baik saja.,ham
"Apa kamu bangun, kamu aneh?",ham
Bisa melakukannya...,ham
"Jangan letakkan ponsel Anda dalam mode senyap, oke",ham
Bisakah saya bertemu Ì_ jam 5.. Sebagai 4 dimana tergantung di mana Ì_ wan 2 di lor..,ham
Menunggu 4 acara TVku 2 mulai... Kamu masih sibuk mengerjakan laporanmu?,ham
Oh ho. Apakah ini pertama kalinya kamu menggunakan kata-kata seperti ini,ham
Apakah saya satu-satunya yang tidak menguntit profil?,ham
"Kutipan hijau yang pernah diceritakan oleh Jerry dalam kartun \Orang yang selalu membuat kita kesal adalah orang yang sangat mencintai kita tetapi gagal mengungkapkannya...!..!! :-) :-) bagus sekali""",ham
"Ya, saya pikir begitu. Terima kasih.",ham
"Tapi kalau dia minum, aku baik-baik saja.",ham
"Hanya bertanya-tanya, yang lain baru saja berangkat",ham
"Malam telah berakhir untuk hari berikutnya, pagi telah datang dengan cara yang istimewa. Semoga kau tersenyum bagaikan sinar mentari dan meninggalkan kekhawatiranmu di teluk biru yang biru. Selamat pagi",ham
"Apa yang kamu lakukan, anjingku? Haruskah aku selalu menunggu sampai akhir harimu untuk mendapat kabar darimu? Apakah Anda sudah kehabisan waktu di ponsel Anda?",ham
Selamat tahun baru untukmu juga!,ham
"Hei...Penawaran bagus...Tur pertanian pukul 09.00 hingga 17.00 $95/orang, deposit $50 pada 16 Mei",ham
Makan jap selesai oso setelah kuliahmu... ÌÏ dapat kuliah pada jam 12 ritus...,ham
"Hai sayang! Saya melihat Anda online sebentar dan kemudian Anda menghilang, apa yang terjadi?",ham
